Signal Legend:

Key        Signal Name

0        = complex_coordinate_generator:inst8|clk
1        = complex_coordinate_generator:inst8|done
2        = complex_coordinate_generator:inst8|new_coordinate_clk
3        = complex_coordinate_generator:inst8|request_pin
4        = complex_coordinate_generator:inst8|reset
5        = complex_coordinate_generator:inst8|x[0..9]
6        = complex_coordinate_generator:inst8|y[0..9]
7        = complex_coordinate_generator:inst8|Cre[0..31]
8        = complex_coordinate_generator:inst8|Cim[0..31]
9        = iteration_counter:inst4|count[0..31]
10       = iteration_counter:inst4|done
11       = iteration_counter:inst4|has_escaped
12       = iteration_counter:inst4|reset
13       = iteration_counter:inst4|xout[0..9]
14       = iteration_counter:inst4|yout[0..9]
15       = iteration_counter:inst4|Cim[31..0]
16       = iteration_counter:inst4|Cre[31..0]
17       = busmux:mux1|sel
18       = xy_to_address:inst3|address[18..0]
19       = comparator_480:inst12|y
20       = comparator_480:inst12|x[9..0]
21       = complex_coordinate_generator:inst8|i[31..0]
22       = complex_coordinate_generator:inst8|just_reset[31..0]

Data Table:

Signals-> 0 1 2 3 4 5   6   7              8           9 10 11 12 13  14  15          16         17 18     19 20  21 22 

sample

27        1 0 0 1 0 1   0   8.97376066e-38 -1.95124638 1 1  1  0  639 480 1.94707966  1.13739085 0  307839 1  480 13 0  
28        1 0 1 1 0 1   0   2.24344017e-38 -1.95124638 1 1  1  1  639 480 1.94707966  1.13739085 0  307839 1  480 0  0  
29        1 0 0 0 0 1   0   2.24344017e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 1  0  
30        1 0 0 0 0 1   0   2.24344017e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 2  0  
31        1 0 0 0 0 1   0   2.24344017e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 3  0  
32        1 0 0 0 0 1   0   2.24344017e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 4  0  
33        1 0 0 0 0 1   0   2.24344017e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 5  0  
34        1 0 0 0 0 1   0   2.24344017e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 6  0  
35        1 0 0 0 0 1   0   2.24344017e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 7  0  
36        1 0 0 0 0 1   0   2.24344017e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 8  0  
37        1 0 0 0 0 1   0   2.24344017e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 9  0  
38        1 0 0 0 0 1   0   2.24344017e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 10 0  
39        1 0 0 0 0 1   0   2.24344017e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 11 0  
40        1 0 0 0 0 1   0   2.24344017e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 12 0  
41        1 0 0 0 0 2   0   2.24344017e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
42        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
43        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
44        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
45        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
46        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
47        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
48        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
49        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
50        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
51        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
52        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
53        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
54        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
55        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
56        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
57        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
58        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
59        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
60        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
61        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
62        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
63        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 1 0  1  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
64        1 0 0 1 0 2   0   8.97376066e-38 -1.95124638 1 1  1  0  1   0   -1.95124638 1.14205933 0  1      1  480 13 0  
65        1 0 1 1 0 2   0   8.97376066e-38 -1.95124638 1 1  1  1  1   0   -1.95124638 1.14205933 0  1      1  480 0  0  
66        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  0   0   -1.95124638 1.14207458 0  0      1  480 1  0  
67        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 2  0  
68        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 3  0  
69        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 4  0  
70        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 5  0  
71        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 6  0  
72        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 7  0  
73        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 8  0  
74        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 9  0  
75        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 10 0  
76        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 11 0  
77        1 0 0 0 0 2   0   8.97376066e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 12 0  
78        1 0 0 0 0 3   0   8.97376066e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
79        1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
80        1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
81        1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
82        1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
83        1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
84        1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
85        1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
86        1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
87        1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
88        1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
89        1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
90        1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
91        1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
92        1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
93        1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
94        1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
95        1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
96        1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
97        1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
98        1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
99        1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
100       1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 1 0  1  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
101       1 0 0 1 0 3   0   2.24344017e-38 -1.95124638 1 1  1  0  2   0   -1.95124638 1.14207458 0  2      1  480 13 0  
102       1 0 1 1 0 3   0   2.24344017e-38 -1.95124638 1 1  1  1  2   0   -1.95124638 1.14207458 0  2      1  480 0  0  
103       1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 1  0  
104       1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 2  0  
105       1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 3  0  
106       1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 4  0  
107       1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 5  0  
108       1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 6  0  
109       1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 7  0  
110       1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 8  0  
111       1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 9  0  
112       1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 10 0  
113       1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 11 0  
114       1 0 0 0 0 3   0   2.24344017e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 12 0  
115       1 0 0 0 0 4   0   2.24344017e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
116       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
117       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
118       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
119       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
120       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
121       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
122       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
123       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
124       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
125       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
126       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
127       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
128       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
129       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
130       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
131       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
132       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
133       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
134       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
135       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
136       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
137       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 1 0  1  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
138       1 0 0 1 0 4   0   8.97376066e-38 -1.95124638 1 1  1  0  3   0   -1.95124638 1.14205933 0  3      1  480 13 0  
139       1 0 1 1 0 4   0   8.97376066e-38 -1.95124638 1 1  1  1  3   0   -1.95124638 1.14205933 0  3      1  480 0  0  
140       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  6   0   -1.95124638 1.14207458 0  6      1  480 1  0  
141       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  4   0   -1.95124638 1.14207458 0  4      1  480 2  0  
142       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  4   0   -1.95124638 1.14207458 0  4      1  480 3  0  
143       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  4   0   -1.95124638 1.14207458 0  4      1  480 4  0  
144       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  4   0   -1.95124638 1.14207458 0  4      1  480 5  0  
145       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  4   0   -1.95124638 1.14207458 0  4      1  480 6  0  
146       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  4   0   -1.95124638 1.14207458 0  4      1  480 7  0  
147       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  4   0   -1.95124638 1.14207458 0  4      1  480 8  0  
148       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  4   0   -1.95124638 1.14207458 0  4      1  480 9  0  
149       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  4   0   -1.95124638 1.14207458 0  4      1  480 10 0  
150       1 0 0 0 0 4   0   8.97376066e-38 -1.95124638 0 0  0  0  4   0   -1.95124638 1.14207458 0  4      1  480 11 0  
